Geneid	Col_100	Col_131	Col_182	Col_184	Col_186	Col_195	Col_326	Col_87	Col_9
ENSMUSG00000081153	0	2	0	2	0	0	1	0	2
ENSMUSG00000004393	1374	1044	825	995	731	832	793	943	907
ENSMUSG00000004394	2850	2943	2682	2673	2367	2415	2523	2249	2552
ENSMUSG00002076960	2	1	6	4	0	4	1	0	0
ENSMUSG00000020817	592	539	792	873	463	739	997	458	827
ENSMUSG00000093858	0	3	0	2	2	8	1	0	0
ENSMUSG00000081968	0	0	3	0	0	1	2	0	0
ENSMUSG00000084139	0	0	0	2	0	0	2	2	4
ENSMUSG00000040667	2081	2538	1961	2280	2302	1761	1913	1791	2028
ENSMUSG00000020456	14360	16967	14501	15067	14394	13196	14504	12168	13496
ENSMUSG00000018449	306	316	383	394	349	298	341	311	387
ENSMUSG00000018858	1596	1472	1007	1177	1206	1084	958	1096	1223
ENSMUSG00000018446	4654	3626	2662	3438	3236	3117	2714	2978	3974
ENSMUSG00000034566	11594	12500	9628	12664	9819	10207	9942	9342	11617
ENSMUSG00000016940	1653	2045	1965	1775	1687	1789	1728	1365	1606
ENSMUSG00000040620	757	573	709	854	758	583	761	460	763
ENSMUSG00000065246	0	0	0	0	0	0	2	0	0
ENSMUSG00000070332	2	16	2	4	2	1	5	2	4
ENSMUSG00000093096	0	0	0	0	0	0	0	0	0
ENSMUSG00000085651	264	370	247	283	267	212	251	144	156
ENSMUSG00000045775	2691	4440	1724	1861	2631	2792	1953	1478	3139
ENSMUSG00000041164	5553	5770	4508	4919	4686	3913	4671	4686	4857
ENSMUSG00000057219	330	345	338	363	431	325	448	308	402
ENSMUSG00000098516	2	2	3	12	2	3	6	0	0
ENSMUSG00000018442	2538	2450	1929	2399	1951	1774	2103	1991	2258
ENSMUSG00000020736	6602	6185	4348	5623	5486	6046	5192	4919	4114
ENSMUSG00000071866	41605	40043	24851	30465	32424	25573	23575	30128	29030
ENSMUSG00000081376	0	0	0	6	4	2	3	0	2
ENSMUSG00000040599	849	810	800	887	983	595	792	625	972
ENSMUSG00000018451	72	99	126	218	119	207	246	144	108
ENSMUSG00000041126	3273	3481	2785	3393	3095	2460	2889	2624	2810
ENSMUSG00000083171	0	0	0	2	0	0	0	0	0
ENSMUSG00000020737	13728	13825	8822	11709	11547	9111	10789	9865	10445
ENSMUSG00000082098	0	0	0	0	0	0	0	0	0
ENSMUSG00000079988	2	0	4	0	2	2	4	0	2
ENSMUSG00000083693	0	6	0	0	2	2	0	0	6
ENSMUSG00000084280	1	4	3	0	4	1	1	5	4
ENSMUSG00000094483	9588	9758	7948	9042	8297	6899	9368	7495	7890
ENSMUSG00000092885	0	0	0	0	0	0	0	0	0
ENSMUSG00000086839	4	7	10	13	10	9	14	15	15
ENSMUSG00000069830	12	6	0	2	0	1	10	2	18
ENSMUSG00000020738	2184	2085	1908	2312	2019	1957	2110	1571	1975
ENSMUSG00000070390	796	851	835	894	855	842	967	817	815
ENSMUSG00000119133	0	0	0	0	0	0	0	0	0
ENSMUSG00000119355	0	0	0	0	0	0	0	0	0
ENSMUSG00000085230	0	0	0	0	0	0	0	0	0
ENSMUSG00000020437	126	340	78	285	107	129	127	249	985
ENSMUSG00000072753	0	0	0	0	0	0	0	0	0
ENSMUSG00000111450	0	0	0	0	0	0	0	0	0
ENSMUSG00000087116	0	0	0	0	0	0	0	0	0
ENSMUSG00000111373	0	0	0	0	0	0	0	0	0
ENSMUSG00000085659	0	0	0	0	0	0	0	0	0
ENSMUSG00000085251	0	0	0	0	0	0	0	0	2
ENSMUSG00000064513	0	0	0	0	0	0	0	0	0
ENSMUSG00000088688	0	0	0	0	0	0	0	0	1
ENSMUSG00000020811	12	14	38	52	21	56	60	46	26
ENSMUSG00000077456	0	0	0	0	0	0	0	0	0
ENSMUSG00000085528	0	0	0	0	0	0	0	0	0
ENSMUSG00000080577	0	0	0	0	0	0	0	0	0
ENSMUSG00000040554	2	11	2	2	6	2	2	0	0
ENSMUSG00000020808	292	284	146	142	211	32	90	98	216
ENSMUSG00000000378	1567	1271	1082	1297	1253	940	1006	1037	1528
ENSMUSG00000084231	2	4	4	2	2	6	4	0	0
ENSMUSG00000041073	180	234	378	349	208	275	383	150	168
ENSMUSG00000040543	1375	1175	1042	1066	888	770	643	800	1025
ENSMUSG00000020807	4	6	21	6	15	9	2	2	8
ENSMUSG00000107877	12	12	29	8	6	10	24	14	8
ENSMUSG00000020803	5267	4962	3075	4066	3490	3504	3410	4632	4321
ENSMUSG00000020801	277	313	251	291	236	291	268	234	286
ENSMUSG00000053574	12	8	9	32	8	14	14	18	12
ENSMUSG00000000384	4424	4152	3170	3772	3512	2527	3093	3020	3450
ENSMUSG00000064495	0	4	2	3	0	3	5	1	3
ENSMUSG00000065686	0	0	0	0	0	0	0	0	0
ENSMUSG00000000381	0	2	0	6	2	0	2	0	0
ENSMUSG00000020805	2	2	0	4	5	9	2	2	8
ENSMUSG00000086373	0	0	0	0	4	0	0	0	0
ENSMUSG00000086951	0	0	0	0	0	0	0	0	0
ENSMUSG00000041046	23	39	81	61	65	51	93	50	87
ENSMUSG00002074889	0	0	0	0	0	0	0	0	0
ENSMUSG00000083075	0	0	0	0	0	0	0	0	0
ENSMUSG00000086808	0	0	0	0	0	0	0	0	0
ENSMUSG00000080833	0	0	0	0	0	0	0	0	0
ENSMUSG00000083819	0	0	2	0	0	2	0	0	2
ENSMUSG00000082579	0	0	0	0	0	0	0	0	2
ENSMUSG00000040483	517	398	204	315	235	250	263	291	380
ENSMUSG00000070388	0	2	1	0	0	0	1	0	0
ENSMUSG00002075082	0	0	0	0	0	0	0	0	0
ENSMUSG00000020431	44	68	72	71	48	104	128	16	14
ENSMUSG00000087512	0	0	0	0	0	0	2	0	0
ENSMUSG00000020429	0	2	0	0	0	0	0	0	0
ENSMUSG00000020427	785	534	1338	1584	808	1149	1916	959	2102
ENSMUSG00000020799	2	0	4	2	2	0	0	0	0
ENSMUSG00000098658	0	0	0	0	0	0	0	0	0
ENSMUSG00000087637	0	0	0	0	0	0	0	0	0
ENSMUSG00000098853	0	0	0	0	0	0	0	0	0
ENSMUSG00000084318	0	0	0	0	0	0	0	0	0
ENSMUSG00002076646	0	0	0	0	0	0	0	0	0
ENSMUSG00000082459	0	0	0	0	0	0	0	0	0
ENSMUSG00000083553	0	0	0	0	0	0	0	0	0
ENSMUSG00000045667	100	40	40	36	32	52	50	54	42
ENSMUSG00000040471	2962	3178	2503	2760	2610	2807	2595	2277	2562
ENSMUSG00000020422	7078	6104	8031	7346	4322	7796	8990	5902	5218
ENSMUSG00000040463	3697	3033	2491	3044	2766	2757	2523	2413	3197
ENSMUSG00000040447	524	190	332	301	208	268	316	891	458
ENSMUSG00000081539	0	0	0	0	0	0	0	0	0
ENSMUSG00000020798	28	32	16	14	14	26	14	45	50
ENSMUSG00000081675	1	2	2	4	2	4	0	2	2
ENSMUSG00000046634	0	0	0	2	0	0	0	0	0
ENSMUSG00000082095	4	0	0	0	2	0	0	2	0
ENSMUSG00000020794	2611	2805	2165	2678	2332	2326	2492	2086	2313
ENSMUSG00000064567	0	0	0	2	6	2	1	0	0
ENSMUSG00002075341	0	0	0	0	0	0	0	0	0
ENSMUSG00000020413	378	394	407	457	337	316	382	280	292
ENSMUSG00000020790	3911	4275	3972	3949	3825	2586	3729	3759	3970
ENSMUSG00000040985	24	37	26	40	23	77	25	38	37
ENSMUSG00000040978	51	66	64	70	64	72	100	69	7
ENSMUSG00000057778	296	275	386	349	252	381	407	287	307
ENSMUSG00000020407	6383	2776	1614	4076	3551	4226	2492	4214	1766
ENSMUSG00000101841	4	6	4	5	4	4	8	6	2
ENSMUSG00000004668	91	82	40	99	54	58	71	109	12
ENSMUSG00000104137	0	0	0	0	0	0	0	0	0
ENSMUSG00000081629	8	11	5	14	7	6	9	17	10
ENSMUSG00000082312	0	0	0	0	0	0	0	0	0
ENSMUSG00000084045	0	0	0	0	0	0	0	0	0
ENSMUSG00000050830	4	2	2	4	4	4	6	8	3
ENSMUSG00002076988	0	0	0	0	0	0	0	0	0
ENSMUSG00000055670	6694	9551	6173	5416	5810	5021	6536	5613	4960
ENSMUSG00000020193	5	0	0	4	4	5	0	2	12
ENSMUSG00000082875	0	0	0	0	0	0	0	0	0
ENSMUSG00000064766	0	0	0	0	0	0	0	0	0
ENSMUSG00000081325	0	0	0	2	0	0	0	4	0
ENSMUSG00002075446	1	5	0	1	0	0	2	2	2
ENSMUSG00000084329	8	22	14	26	36	20	8	12	10
ENSMUSG00000020191	0	0	0	0	0	2	0	0	0
ENSMUSG00000065298	2	4	0	0	3	0	0	0	0
ENSMUSG00002075500	4	0	2	0	0	0	0	0	0
ENSMUSG00000062511	0	0	0	0	0	0	0	0	0
ENSMUSG00000020182	3644	5785	5400	6061	5399	3717	6446	4539	2018
ENSMUSG00000086391	2	2	5	12	4	5	15	0	0
ENSMUSG00000087990	0	0	0	0	0	0	0	0	0
ENSMUSG00000020788	46152	56886	44576	41777	37782	31688	40704	33747	37786
ENSMUSG00000020787	57	99	34	20	25	44	52	28	47
ENSMUSG00000086943	0	4	2	0	2	2	6	6	0
ENSMUSG00000020176	198	190	284	378	187	374	484	248	332
ENSMUSG00000064802	0	0	0	0	0	0	0	0	0
ENSMUSG00000083527	0	0	0	0	0	0	0	0	0
ENSMUSG00000020785	92	121	96	174	97	140	141	64	209
ENSMUSG00000020867	0	0	0	0	0	0	0	0	0
ENSMUSG00000020783	2047	1951	1370	1574	1725	1501	1629	1502	1811
ENSMUSG00000005947	111	201	150	121	152	132	166	158	176
ENSMUSG00000050107	343	502	316	332	416	110	180	248	323
ENSMUSG00000005950	23	23	36	52	23	49	88	20	14
ENSMUSG00000047260	2486	2264	1904	2339	1833	1991	1835	1801	2061
ENSMUSG00000040158	5038	4349	3532	4728	3844	3449	3894	3645	3552
ENSMUSG00000020173	4321	6097	3041	4297	4233	6106	4281	3053	4656
ENSMUSG00000089034	0	0	0	0	0	0	0	0	0
ENSMUSG00000088509	0	0	0	0	0	0	0	0	0
ENSMUSG00000083859	2	0	0	0	0	0	0	0	0
ENSMUSG00000084055	0	0	0	0	0	0	0	0	0
ENSMUSG00000085452	0	0	0	0	0	0	0	0	0
ENSMUSG00000081631	8	2	6	0	2	0	2	4	2
ENSMUSG00000080734	0	0	0	0	0	0	0	0	0
ENSMUSG00000085561	0	0	0	0	0	0	0	0	0
ENSMUSG00000084135	0	0	0	0	0	0	0	0	0
ENSMUSG00000083427	0	0	0	0	0	0	0	0	0
ENSMUSG00000082156	0	0	0	0	0	0	0	0	0
ENSMUSG00000084183	0	0	4	0	2	0	0	2	4
ENSMUSG00000119754	0	0	0	0	0	0	0	0	0
ENSMUSG00000089359	0	0	0	0	0	0	0	0	0
ENSMUSG00000083292	0	0	0	0	0	0	0	0	0
ENSMUSG00000104323	0	0	0	0	0	0	0	0	0
ENSMUSG00000082410	0	0	0	0	0	0	0	0	0
ENSMUSG00000005949	1191	1678	1750	1696	1283	1631	1910	888	718
ENSMUSG00000048834	0	10	6	8	2	6	10	2	10
ENSMUSG00000005951	803	1187	985	917	973	874	961	645	692
ENSMUSG00000081007	0	0	0	0	0	0	0	0	0
ENSMUSG00000083925	0	0	0	0	0	0	0	0	0
ENSMUSG00000081586	0	0	0	0	0	0	0	0	0
ENSMUSG00000043522	0	0	0	0	0	0	0	0	0
ENSMUSG00000082405	0	0	3	0	0	0	4	0	0
ENSMUSG00000064512	0	0	0	0	0	0	0	0	0
ENSMUSG00000078974	4868	5055	3391	4079	4191	2947	2614	3645	4037
ENSMUSG00000084347	0	6	6	6	6	0	8	2	2
ENSMUSG00000101316	2	4	0	0	8	2	0	2	6
ENSMUSG00000081332	0	0	0	0	0	0	0	0	0
ENSMUSG00002075576	0	0	0	0	0	0	0	0	0
ENSMUSG00000119782	0	0	0	0	0	0	0	0	0
ENSMUSG00000001506	6795	2819	5843	4787	3329	3820	6167	4331	4694
ENSMUSG00000005952	57	84	89	114	87	92	64	48	10
ENSMUSG00000020122	2269	1423	1636	1577	1579	911	1843	2108	1999
ENSMUSG00000085091	15	18	11	12	16	13	22	18	10
ENSMUSG00000043029	2619	3876	3406	3471	3448	5454	4407	1852	720
ENSMUSG00000044966	12	25	79	43	36	19	19	8	8
ENSMUSG00000020120	343	432	203	381	148	114	174	296	919
ENSMUSG00000083752	0	0	0	0	0	0	0	0	0
ENSMUSG00000044629	45	63	68	91	59	77	74	34	43
ENSMUSG00000082099	0	0	0	0	0	0	0	0	0
ENSMUSG00000033953	4103	3929	2921	3405	3030	2670	3193	3383	3394
ENSMUSG00000108742	0	0	0	0	0	0	0	0	0
ENSMUSG00000072708	0	0	0	0	0	0	0	0	0
ENSMUSG00000078970	607	724	618	781	653	510	614	580	593
ENSMUSG00000060630	0	0	0	0	0	0	0	0	0
ENSMUSG00000020116	1271	886	737	1085	779	652	757	815	826
ENSMUSG00000000581	2294	1841	1722	1981	1528	1695	1707	1926	1940
ENSMUSG00000082797	0	0	0	0	0	0	0	0	0
ENSMUSG00002075230	0	0	0	0	0	0	0	0	0
ENSMUSG00000082411	0	0	0	0	0	0	0	0	0
ENSMUSG00000094488	0	0	0	0	0	0	0	0	0
ENSMUSG00000016984	499	423	497	612	356	473	510	368	483
ENSMUSG00000084413	0	0	0	0	2	0	0	0	0
ENSMUSG00000085453	0	0	0	0	0	0	0	0	0
ENSMUSG00000080826	0	0	0	0	0	0	0	0	0
ENSMUSG00000081302	2	2	0	0	4	0	2	0	10
ENSMUSG00000102178	0	0	0	0	0	0	0	0	0
ENSMUSG00000085675	0	0	2	0	0	0	0	0	0
ENSMUSG00000082852	0	0	0	0	0	0	0	0	0
ENSMUSG00000081101	0	0	0	0	2	0	0	2	0
ENSMUSG00000085806	0	0	0	2	0	0	0	0	0
ENSMUSG00000065384	0	0	1	0	0	0	0	0	0
ENSMUSG00000099449	4	0	0	3	0	0	2	0	0
ENSMUSG00000089390	1	0	0	0	0	0	0	0	0
ENSMUSG00000085743	2	3	0	4	10	10	19	6	4
ENSMUSG00000047444	0	0	0	0	0	0	0	0	0
ENSMUSG00000043692	0	0	0	0	0	0	0	0	0
ENSMUSG00000069476	0	0	0	0	0	0	0	0	0
ENSMUSG00000081932	0	0	0	0	0	0	0	0	0
ENSMUSG00000081162	0	0	0	0	0	0	0	0	0
ENSMUSG00000070380	0	0	0	0	0	0	0	0	0
ENSMUSG00000020160	159	215	215	312	275	487	445	202	134
ENSMUSG00000104184	0	3	7	1	0	3	6	0	0
ENSMUSG00000104244	0	0	6	0	0	5	0	0	0
ENSMUSG00000103828	0	0	0	1	2	0	0	0	0
ENSMUSG00000084085	0	0	0	0	0	0	0	0	0
ENSMUSG00000087507	2	2	8	4	2	0	2	2	4
ENSMUSG00000086025	0	0	0	0	0	0	0	0	0
ENSMUSG00000102585	0	0	0	0	0	0	0	0	0
ENSMUSG00000038807	4941	6805	7934	6365	4998	5920	8213	3510	5320
ENSMUSG00000081054	0	0	0	0	0	0	0	0	0
ENSMUSG00000082737	0	0	0	0	0	0	0	0	0
ENSMUSG00000086911	0	0	0	0	0	0	0	0	0
ENSMUSG00002076252	0	0	0	0	0	0	0	0	0
ENSMUSG00000089210	0	0	0	0	0	0	0	0	0
ENSMUSG00000082100	16	8	14	10	14	14	12	4	12
ENSMUSG00000083601	0	0	0	0	0	0	0	0	0
ENSMUSG00000069814	88	114	100	70	80	90	116	58	62
ENSMUSG00000081820	0	0	0	0	0	0	0	0	0
ENSMUSG00000045671	2628	2893	3330	2823	2256	1973	3899	2233	2513
ENSMUSG00000020152	13457	12976	9708	11292	9554	7488	9425	11973	12557
ENSMUSG00000081346	0	0	0	0	0	0	0	0	0
ENSMUSG00000085035	2	0	0	2	0	0	0	0	0
ENSMUSG00000084442	0	0	0	0	0	0	0	0	0
ENSMUSG00000020149	12842	13700	10451	12221	9984	9113	9974	10679	10443
ENSMUSG00000020741	5716	5615	5793	6203	5964	4869	5714	4496	6051
ENSMUSG00000044066	521	591	751	811	616	522	661	323	561
ENSMUSG00000083792	0	0	0	0	0	0	0	0	0
ENSMUSG00000020142	966	908	622	846	783	322	456	706	912
ENSMUSG00000020745	7765	8708	7356	8217	6870	6879	8228	6290	7275
ENSMUSG00000078965	3	8	0	0	6	4	4	0	6
ENSMUSG00000083878	18	12	4	6	18	6	4	10	10
ENSMUSG00000088889	0	0	0	0	0	0	0	0	0
ENSMUSG00000081252	0	0	0	0	0	0	0	0	0
ENSMUSG00000049800	2552	2862	2678	2360	2050	2455	2699	2085	2201
ENSMUSG00000083555	6	0	8	4	0	6	2	2	2
ENSMUSG00000010554	640	494	571	836	673	586	705	594	694
ENSMUSG00000038893	134	245	138	279	121	216	205	129	344
ENSMUSG00000000282	1730	1534	1289	1046	881	1245	1388	1203	1540
ENSMUSG00000101258	0	1	1	2	3	1	1	1	0
ENSMUSG00000049659	4198	4977	4496	5174	4210	3415	4822	3508	4491
ENSMUSG00000084252	2	3	5	10	10	0	5	2	4
ENSMUSG00000042363	3035	2466	2066	2589	2680	1840	2425	2353	2405
ENSMUSG00000020873	3593	2769	1736	2238	2517	1934	1851	2891	2773
ENSMUSG00000086749	8	6	6	4	1	0	5	4	3
ENSMUSG00000082157	1	0	3	0	0	0	1	0	0
ENSMUSG00000064671	0	0	0	0	0	0	0	0	0
ENSMUSG00002075334	0	0	0	0	0	0	0	0	0
ENSMUSG00000038351	2206	2289	2664	2053	2068	1784	2707	1547	1711
ENSMUSG00000020134	2569	3192	3147	3703	2618	2664	3086	2035	2432
ENSMUSG00000098317	0	0	0	0	0	0	0	0	0
ENSMUSG00000084362	6	2	17	9	0	5	3	1	10
ENSMUSG00002076722	0	0	0	0	0	0	0	0	0
ENSMUSG00000084259	0	0	0	0	0	0	0	0	0
ENSMUSG00000082898	0	0	0	0	0	0	0	0	0
ENSMUSG00000057522	5892	6355	7628	8268	5328	7311	8362	5403	6204
ENSMUSG00000083208	0	0	0	0	3	0	0	0	0
ENSMUSG00000046719	50	42	56	74	34	104	94	48	104
ENSMUSG00000038335	1338	1299	1368	1420	1376	1286	1602	1041	1090
ENSMUSG00000000120	200	170	228	292	180	386	306	194	262
ENSMUSG00000084856	0	0	0	0	0	0	0	0	0
ENSMUSG00000077493	29	6	15	17	14	3	15	19	13
ENSMUSG00000077637	21	13	23	22	23	10	13	8	3
ENSMUSG00000038845	4362	3535	3318	4156	3243	3024	3010	3052	3612
ENSMUSG00000045075	0	0	6	0	0	2	1	4	2
ENSMUSG00000075595	2306	2737	2738	2423	2212	1897	2689	1723	2072
ENSMUSG00000082981	0	0	2	6	1	1	1	0	0
ENSMUSG00000050860	13	34	34	34	14	30	31	23	12
ENSMUSG00000020128	5143	5973	3985	4485	4541	4039	4604	4257	4385
ENSMUSG00000018381	79	57	62	116	79	162	106	29	84
ENSMUSG00000089155	0	1	0	2	0	3	2	0	0
ENSMUSG00000081868	7	11	6	20	4	4	7	3	6
ENSMUSG00000084048	0	0	1	0	1	4	10	0	4
ENSMUSG00000001323	496	792	818	733	669	732	818	583	584
ENSMUSG00000038811	191	183	212	295	175	334	289	220	323
ENSMUSG00000085578	2	0	0	1	0	3	2	2	0
ENSMUSG00000013418	3209	3975	5533	4637	2557	1515	4211	2596	4550
ENSMUSG00000086255	8	24	45	19	20	24	25	13	15
ENSMUSG00000088854	0	0	0	0	0	0	0	0	0
ENSMUSG00000001891	7247	9697	5473	6152	6258	4874	5213	5806	6054
ENSMUSG00000089555	0	0	1	0	0	0	0	0	0
ENSMUSG00000087253	0	0	3	1	2	2	1	0	4
ENSMUSG00000084412	0	0	0	0	0	0	0	0	0
ENSMUSG00000082607	0	0	0	0	0	0	0	2	0
ENSMUSG00000082040	0	0	0	0	0	0	0	0	0
ENSMUSG00000078962	0	0	0	0	0	0	0	0	0
ENSMUSG00000013415	26	35	48	64	24	30	16	20	8
ENSMUSG00000038290	2183	2667	2445	2261	2150	2370	2762	1698	1865
ENSMUSG00000093358	0	0	0	0	0	0	0	0	0
ENSMUSG00000099928	0	0	0	0	0	0	0	0	0
ENSMUSG00000088719	0	0	0	4	0	2	0	2	2
ENSMUSG00000101295	2	4	0	8	0	3	10	5	0
ENSMUSG00000085765	2	22	7	6	2	4	16	2	2
ENSMUSG00000085738	3	6	7	11	8	8	12	3	2
ENSMUSG00000082481	4	7	4	11	4	8	8	0	12
ENSMUSG00000014351	0	0	1	1	0	4	0	0	0
ENSMUSG00000119079	0	0	0	0	0	0	0	0	0
ENSMUSG00000020321	15947	18176	12146	16387	13863	12883	14235	13508	15295
ENSMUSG00002076145	0	0	0	6	0	0	0	0	0
ENSMUSG00000006058	3441	3259	2075	2813	2373	2292	2450	2691	2857
ENSMUSG00000014349	7364	6980	5622	6146	6117	4580	6176	5707	6146
ENSMUSG00000020319	111	97	185	128	75	150	149	112	75
ENSMUSG00000083761	2	2	2	2	2	0	1	0	0
ENSMUSG00000084004	0	1	0	0	0	0	0	0	0
ENSMUSG00000082874	2	2	0	0	0	0	0	0	0
ENSMUSG00000005917	2	0	8	0	0	0	4	0	0
ENSMUSG00000006057	12075	12710	7572	9976	9125	6784	7049	8585	10792
ENSMUSG00000064795	0	0	0	0	0	0	0	0	0
ENSMUSG00000006056	8	8	13	18	16	10	20	20	14
ENSMUSG00000038756	1876	2793	3821	3226	2251	2927	3385	1339	1267
ENSMUSG00000086337	157	175	177	146	139	187	184	93	102
ENSMUSG00000042302	393	444	523	415	408	521	553	335	391
ENSMUSG00000049604	19928	24507	18386	21857	20811	19193	19636	14930	8958
ENSMUSG00002075973	109	218	217	208	122	225	243	76	112
ENSMUSG00002076964	306	407	417	423	255	327	340	171	213
ENSMUSG00000083337	30	24	23	36	16	8	14	14	14
ENSMUSG00000083580	0	0	0	0	0	0	0	0	0
ENSMUSG00000085856	0	0	0	0	0	0	2	0	2
ENSMUSG00000085021	0	0	2	0	0	4	0	0	0
ENSMUSG00000065546	227	371	498	365	305	350	443	135	227
ENSMUSG00000049904	34	64	55	70	44	48	58	49	66
ENSMUSG00000086256	0	0	0	0	0	0	0	0	2
ENSMUSG00000020875	1622	2426	1890	2121	1715	1548	1664	1107	1988
ENSMUSG00000083008	0	0	0	0	0	0	0	0	0
ENSMUSG00000056648	10	36	24	18	10	19	19	18	68
ENSMUSG00000038721	14	14	68	32	18	57	66	42	45
ENSMUSG00000000690	65	67	125	117	54	161	172	56	95
ENSMUSG00000038700	93	76	91	186	59	159	177	82	135
ENSMUSG00000065519	0	6	1	1	1	4	1	0	0
ENSMUSG00000038692	51	42	60	84	50	131	130	72	98
ENSMUSG00000048763	22	9	37	33	15	51	53	6	4
ENSMUSG00000075589	1	2	2	2	3	9	3	6	1
ENSMUSG00000075588	11	6	13	34	7	25	33	7	5
ENSMUSG00000018973	0	0	0	0	0	0	0	0	0
ENSMUSG00000075587	2	0	0	0	0	0	0	0	0
ENSMUSG00000075586	2	0	0	0	0	0	0	0	0
ENSMUSG00000049811	457	837	597	595	430	652	634	308	461
ENSMUSG00002075325	0	0	1	0	0	0	1	0	0
ENSMUSG00000085665	10	12	40	16	12	18	19	12	12
ENSMUSG00000086366	0	0	0	0	0	2	0	0	0
ENSMUSG00000057058	20	54	24	57	21	30	22	54	150
ENSMUSG00000085242	6	18	9	14	9	11	21	8	6
ENSMUSG00000020876	1001	1011	665	813	820	645	800	835	998
ENSMUSG00000018666	2294	2337	2276	2594	1897	1997	2166	1780	2347
ENSMUSG00000081249	16	28	27	12	15	14	20	12	7
ENSMUSG00000038615	9704	10275	10992	11121	9355	8052	12257	7676	10498
ENSMUSG00000018672	259	163	365	315	162	243	328	130	236
ENSMUSG00000065515	0	0	0	0	0	0	0	0	0
ENSMUSG00000087117	0	0	0	0	0	0	0	2	0
ENSMUSG00000083651	0	0	0	0	0	0	0	0	0
ENSMUSG00000018669	2207	2503	2115	2066	1696	1706	1686	2018	1904
ENSMUSG00000085307	10	4	8	2	10	25	14	1	11
ENSMUSG00000047040	15124	16946	11272	16435	12364	15499	14852	11603	12657
ENSMUSG00000018659	1638	2141	3205	2886	1392	2367	2596	1629	2050
ENSMUSG00000018678	890	970	725	818	660	626	615	626	717
ENSMUSG00000038560	0	0	0	0	0	0	0	4	2
ENSMUSG00000087067	0	0	6	2	0	0	2	3	4
ENSMUSG00000020877	642	559	547	651	440	593	488	560	638
ENSMUSG00000020878	22	16	27	23	8	20	24	16	17
ENSMUSG00000081860	0	0	0	0	0	2	0	0	0
ENSMUSG00000001445	1752	1883	1610	1779	1543	1252	1412	1315	1563
ENSMUSG00000085262	4	19	15	7	5	5	11	9	14
ENSMUSG00000038534	1886	2629	2006	1878	1484	1352	1896	1222	2084
ENSMUSG00000098769	1	17	19	5	5	2	19	0	7
ENSMUSG00000084068	0	0	0	0	0	0	0	0	0
ENSMUSG00000001444	8	10	8	10	14	10	2	12	56
ENSMUSG00000084368	0	0	0	0	0	0	0	0	0
ENSMUSG00000038517	82	68	119	106	78	78	134	106	162
ENSMUSG00000099286	0	0	0	0	0	0	0	0	0
ENSMUSG00000001440	10372	9636	8093	8825	8923	5800	7734	7279	8180
ENSMUSG00000084936	0	0	0	0	0	0	0	0	0
ENSMUSG00000001441	5493	5197	4209	4753	4516	3943	5509	4950	4490
ENSMUSG00000086680	4	5	0	4	2	0	3	0	4
ENSMUSG00000018882	1931	1744	1264	1568	1537	1250	1278	1329	1592
ENSMUSG00000081958	0	0	2	0	2	0	0	2	0
ENSMUSG00000084211	0	0	0	0	0	2	0	0	0
ENSMUSG00000084310	0	0	0	0	2	0	2	0	0
ENSMUSG00000079889	0	2	0	2	0	0	0	0	0
ENSMUSG00000056579	3637	4392	4133	4710	4031	3338	4488	3096	3998
ENSMUSG00002075304	0	0	0	0	0	0	0	0	0
ENSMUSG00002076556	0	0	0	0	0	0	0	0	0
ENSMUSG00002076847	0	0	0	0	0	0	0	0	0
ENSMUSG00002075685	0	0	0	0	0	0	0	0	0
ENSMUSG00000034543	1103	1113	1140	1284	1167	974	1337	872	1137
ENSMUSG00002076258	3	0	2	2	0	0	0	2	0
ENSMUSG00000083015	0	0	0	0	6	0	0	0	0
ENSMUSG00000082897	0	0	0	0	0	2	0	0	0
ENSMUSG00000082333	0	0	0	0	0	0	0	0	0
ENSMUSG00000099102	0	0	0	0	0	0	0	0	0
ENSMUSG00000057113	19082	14543	10908	14009	12419	12460	12361	11019	13620
ENSMUSG00000099902	4	4	2	3	4	6	2	6	0
ENSMUSG00000040610	0	0	0	0	0	0	0	0	0
ENSMUSG00000087501	0	1	6	4	0	2	0	0	8
ENSMUSG00000098456	0	0	0	0	0	2	0	0	0
ENSMUSG00000018925	0	0	7	2	3	12	10	4	2
ENSMUSG00000119339	0	0	0	0	0	0	0	0	0
ENSMUSG00000035042	162	56	46	156	44	43	32	61	146
ENSMUSG00000019122	636	462	375	320	339	216	202	486	1277
ENSMUSG00000051832	4	10	12	32	4	23	12	4	5
ENSMUSG00000018927	5063	5863	16258	14004	5043	6438	9684	3576	4864
ENSMUSG00000000982	21	0	0	1	1	4	2	17	12
ENSMUSG00000018930	26	6	0	2	0	2	2	17	24
ENSMUSG00000083664	0	0	0	0	0	0	0	0	0
ENSMUSG00000083932	0	0	0	0	0	0	0	0	0
ENSMUSG00000081449	0	0	0	0	0	0	0	0	0
ENSMUSG00000080927	435	583	413	492	388	227	319	231	203
ENSMUSG00000081906	0	0	0	0	0	0	2	0	0
ENSMUSG00000020936	4276	3965	3344	3864	3369	2764	3186	3321	3621
ENSMUSG00000020937	678	306	500	186	305	106	177	697	449
ENSMUSG00000048878	3030	2923	3178	4095	3139	3605	4042	2623	3123
ENSMUSG00000043372	58	92	130	86	80	79	100	64	97
ENSMUSG00000055805	244	361	171	351	147	136	138	266	1170
