Geneid	a10	a15	a16	a17	a18	a19	a20	a9
ENSMUSG00000100947	0	0	0	0	0	0	0	0
ENSMUSG00000100461	0	0	0	0	0	0	0	0
ENSMUSG00000100746	0	0	0	0	0	0	0	0
ENSMUSG00000099675	0	0	0	0	0	0	0	0
ENSMUSG00000101770	0	0	0	0	0	0	0	0
ENSMUSG00000100248	0	0	0	0	0	0	0	0
ENSMUSG00000101623	0	0	0	0	0	0	0	0
ENSMUSG00000099643	0	0	0	0	0	0	0	0
ENSMUSG00000100996	0	0	0	0	0	0	0	0
ENSMUSG00000099777	0	0	0	0	0	0	0	0
ENSMUSG00000101515	0	0	0	0	0	0	0	0
ENSMUSG00000100930	0	0	0	0	0	0	0	0
ENSMUSG00000099559	0	0	0	0	0	0	0	0
ENSMUSG00000099637	0	0	0	0	0	0	0	0
ENSMUSG00000100440	0	0	0	0	0	0	0	0
ENSMUSG00000101494	0	0	0	0	0	0	0	0
ENSMUSG00000099565	0	0	0	0	0	0	0	0
ENSMUSG00000099649	0	0	0	0	0	0	0	0
ENSMUSG00000100343	0	0	0	0	0	0	0	0
ENSMUSG00000100391	0	0	0	0	0	0	0	0
ENSMUSG00000101984	0	0	0	0	0	0	0	0
ENSMUSG00000099494	0	0	0	0	0	0	0	0
ENSMUSG00000100637	0	0	0	0	0	0	0	0
ENSMUSG00000102044	0	0	0	0	0	0	0	0
ENSMUSG00000101850	0	0	0	0	0	0	0	0
ENSMUSG00000099745	0	0	0	0	0	0	0	0
ENSMUSG00000099436	0	0	0	0	0	0	0	0
ENSMUSG00000101883	0	0	0	0	0	0	0	0
ENSMUSG00000100067	0	0	0	0	0	0	0	0
ENSMUSG00000100818	0	0	0	0	0	0	0	0
ENSMUSG00000099529	0	0	0	0	0	0	0	0
ENSMUSG00000102022	0	0	0	0	0	0	0	0
ENSMUSG00000101497	0	0	0	0	0	0	0	0
ENSMUSG00000100870	0	0	0	0	0	0	0	0
ENSMUSG00000101694	0	0	0	0	0	0	0	0
ENSMUSG00000100492	0	0	0	0	0	0	0	0
ENSMUSG00000099725	0	0	0	0	0	0	0	0
ENSMUSG00000100403	0	0	0	0	0	0	0	0
ENSMUSG00000100853	0	0	0	0	0	0	0	0
ENSMUSG00000099982	0	0	0	0	0	0	0	0
ENSMUSG00000100036	0	0	0	0	0	0	0	0
ENSMUSG00000099506	0	0	0	0	0	0	0	0
ENSMUSG00000101402	0	0	0	0	0	0	0	0
ENSMUSG00000100584	0	0	0	0	0	0	0	0
ENSMUSG00000100574	0	0	0	0	0	0	0	0
ENSMUSG00000101987	0	0	0	0	0	0	0	0
ENSMUSG00000100072	0	0	0	0	0	0	0	0
ENSMUSG00000101570	0	0	0	0	0	0	0	0
ENSMUSG00000101885	0	0	0	0	0	0	0	0
ENSMUSG00000100095	0	0	0	0	0	0	0	0
ENSMUSG00000101420	0	0	0	0	0	0	0	0
ENSMUSG00000100270	0	0	0	0	0	0	0	0
ENSMUSG00000102011	0	0	0	0	0	0	0	0
ENSMUSG00000100246	0	0	0	0	0	0	0	0
ENSMUSG00000099654	0	0	0	0	0	0	0	0
ENSMUSG00000100834	0	0	0	0	0	0	0	0
ENSMUSG00000100533	0	0	0	0	0	0	0	0
ENSMUSG00000094729	0	0	0	0	0	0	0	0
ENSMUSG00000100332	0	0	0	0	0	0	0	0
ENSMUSG00000100678	0	0	0	0	0	0	0	0
ENSMUSG00000100507	0	0	0	0	0	0	0	0
ENSMUSG00000101547	0	0	0	0	0	0	0	0
ENSMUSG00000099619	0	0	0	0	0	0	0	0
ENSMUSG00000100401	0	0	0	0	0	0	0	0
ENSMUSG00000099399	0	0	0	0	0	0	0	0
ENSMUSG00000101992	0	0	0	0	0	0	0	0
ENSMUSG00000101367	0	0	0	0	0	0	0	0
ENSMUSG00000095366	14	2	2	4	3	8	0	5
ENSMUSG00000101665	0	0	0	0	0	0	0	0
ENSMUSG00000100778	0	0	0	0	0	0	0	0
ENSMUSG00000095134	23	4	5	3	0	1	15	5
ENSMUSG00000100835	0	0	0	0	0	0	0	0
ENSMUSG00000101446	0	0	0	0	0	0	0	0
ENSMUSG00000100045	0	0	0	0	0	0	0	0
ENSMUSG00000101018	0	0	0	0	0	0	0	0
ENSMUSG00000101178	0	0	0	0	0	0	0	0
ENSMUSG00000096768	2568	776	1767	1378	1526	1788	662	772
ENSMUSG00000101566	0	0	0	0	0	0	0	0
ENSMUSG00000099871	4	0	3	1	1	2	1	1
ENSMUSG00000096850	0	0	0	0	0	0	0	1
ENSMUSG00000101190	0	0	0	0	0	0	0	0
ENSMUSG00000099942	0	0	0	0	0	0	0	0
ENSMUSG00000100864	0	0	0	0	0	0	0	0
ENSMUSG00000101368	0	0	0	0	0	0	0	0
ENSMUSG00000099682	0	0	0	0	0	0	0	0
ENSMUSG00000100227	0	0	0	0	0	0	0	0
ENSMUSG00000099456	0	0	0	0	0	0	0	0
ENSMUSG00000099594	0	0	0	0	0	0	0	0
ENSMUSG00000101267	0	0	0	0	0	0	0	0
ENSMUSG00000101783	0	0	0	0	0	0	0	0
ENSMUSG00000099466	0	0	0	0	0	0	0	0
ENSMUSG00000100089	0	0	0	0	0	0	0	0
ENSMUSG00000101542	0	0	0	0	0	0	0	0
ENSMUSG00000096518	0	0	0	0	0	0	0	0
ENSMUSG00000099509	0	0	0	0	0	0	0	0
ENSMUSG00000100424	0	0	0	0	0	0	0	0
ENSMUSG00002076770	0	0	0	0	0	0	0	0
ENSMUSG00000101490	0	0	0	0	0	0	0	0
ENSMUSG00000099993	0	0	0	0	0	0	0	0
ENSMUSG00000101534	0	0	0	0	0	0	0	0
ENSMUSG00000101364	0	0	0	0	0	0	0	0
ENSMUSG00000101422	0	0	0	0	0	0	0	0
ENSMUSG00000100184	0	0	0	0	0	0	0	0
ENSMUSG00000101967	0	0	0	0	0	0	0	0
ENSMUSG00000102035	0	0	0	0	0	0	0	0
ENSMUSG00000101228	0	0	0	0	0	0	0	0
ENSMUSG00000101723	0	0	0	0	0	0	0	0
ENSMUSG00000102056	0	0	0	0	0	0	0	0
ENSMUSG00000100052	0	0	0	0	0	0	0	0
ENSMUSG00000099442	0	0	0	0	0	0	0	0
ENSMUSG00000101148	0	0	0	0	0	0	0	0
ENSMUSG00000101580	0	0	0	0	0	0	0	0
ENSMUSG00000100054	0	0	0	0	0	0	0	0
ENSMUSG00000100207	0	0	0	0	0	0	0	0
ENSMUSG00000100142	0	0	0	0	0	0	0	0
ENSMUSG00000100889	0	0	0	0	0	0	0	0
ENSMUSG00000099607	0	0	0	0	0	0	0	0
ENSMUSG00000100242	0	0	0	0	0	0	0	0
ENSMUSG00000100167	0	0	0	0	0	0	0	0
ENSMUSG00000100144	0	0	0	0	0	0	0	0
ENSMUSG00000102103	0	0	0	0	0	0	0	0
ENSMUSG00000099527	0	0	0	0	0	0	0	0
ENSMUSG00000101045	0	0	0	0	0	0	0	0
ENSMUSG00000099920	0	0	0	0	0	0	0	0
ENSMUSG00000101021	0	0	0	0	0	0	0	0
ENSMUSG00000099485	0	0	0	0	0	0	0	0
ENSMUSG00000099548	0	0	0	0	0	0	0	0
ENSMUSG00000096875	0	0	0	0	0	0	0	0
ENSMUSG00000101891	0	0	0	0	0	0	0	0
ENSMUSG00000100238	0	0	0	0	0	0	0	0
ENSMUSG00000101103	0	0	0	0	0	0	0	0
ENSMUSG00000099866	0	0	0	0	0	0	0	0
ENSMUSG00000101910	0	0	0	0	0	0	0	0
ENSMUSG00000100579	0	0	0	0	0	0	0	0
ENSMUSG00000094217	0	0	0	0	0	0	0	0
ENSMUSG00000100057	0	0	0	0	0	0	0	0
ENSMUSG00000101592	0	0	0	0	0	0	0	0
ENSMUSG00000100609	0	0	0	0	0	0	0	0
ENSMUSG00000101993	0	0	0	0	0	0	0	0
ENSMUSG00000099935	0	0	0	0	0	0	0	0
ENSMUSG00000100012	0	0	0	0	0	0	0	0
ENSMUSG00000099836	0	0	0	0	0	0	0	0
ENSMUSG00000100575	0	0	0	0	0	0	0	0
ENSMUSG00000101676	0	0	0	0	0	0	0	0
ENSMUSG00000101510	0	0	0	0	0	0	0	0
ENSMUSG00000099393	0	0	0	0	0	0	0	0
ENSMUSG00000100404	0	0	0	0	0	0	0	0
ENSMUSG00000099865	0	0	0	0	0	0	0	0
ENSMUSG00000100474	0	0	0	0	0	0	0	0
ENSMUSG00000100757	0	0	0	0	0	0	0	0
ENSMUSG00000100606	0	0	0	0	0	0	0	0
ENSMUSG00000101170	0	0	0	0	0	0	0	0
ENSMUSG00000099355	0	0	0	0	0	0	0	0
ENSMUSG00000099739	0	0	0	0	0	0	0	0
ENSMUSG00000100874	0	0	0	0	0	0	0	0
ENSMUSG00000101689	0	0	0	0	0	0	0	0
ENSMUSG00000099626	0	0	0	0	0	0	0	0
ENSMUSG00000102108	0	0	0	0	0	0	0	0
ENSMUSG00000093950	0	0	0	0	0	0	0	0
ENSMUSG00000101323	0	0	0	0	0	0	0	0
ENSMUSG00000101466	0	0	0	0	0	0	0	0
ENSMUSG00000101614	0	0	0	0	0	0	0	0
ENSMUSG00000100307	0	0	0	0	0	0	0	0
ENSMUSG00000101882	0	0	0	0	0	0	0	0
ENSMUSG00000099585	0	0	0	0	0	0	0	0
ENSMUSG00000101182	0	0	0	0	0	0	0	0
ENSMUSG00000101668	0	0	0	0	0	0	0	0
ENSMUSG00000101998	0	0	0	0	0	0	0	0
ENSMUSG00000099975	0	0	0	0	0	0	0	0
ENSMUSG00000099783	0	0	0	0	0	0	0	0
ENSMUSG00000101390	0	0	0	0	0	0	0	0
ENSMUSG00000099699	0	0	0	0	0	0	0	0
ENSMUSG00000100856	0	0	0	0	0	0	0	0
ENSMUSG00000101544	0	0	0	0	0	0	0	0
ENSMUSG00000100159	0	0	0	0	0	0	0	0
ENSMUSG00000101864	0	0	0	0	0	0	0	0
ENSMUSG00000100712	0	0	0	0	0	0	0	0
ENSMUSG00000101119	0	0	0	0	0	0	0	0
ENSMUSG00000099520	0	0	0	0	0	0	0	0
ENSMUSG00000100520	0	0	0	0	0	0	0	0
ENSMUSG00000102107	0	0	0	0	0	0	0	0
ENSMUSG00000101057	0	0	0	0	0	0	0	0
ENSMUSG00000101125	0	0	0	0	0	0	0	0
ENSMUSG00000101887	0	0	0	0	0	0	0	0
ENSMUSG00000100521	0	0	0	0	0	0	0	0
ENSMUSG00000101790	0	0	0	0	0	0	0	0
ENSMUSG00000100452	0	0	0	0	0	0	0	0
ENSMUSG00000101403	0	0	0	0	0	0	0	0
ENSMUSG00000101830	0	0	0	0	0	0	0	0
ENSMUSG00000099350	0	0	0	0	0	0	0	0
ENSMUSG00000100329	0	0	0	0	0	0	0	0
ENSMUSG00000099940	0	0	0	0	0	0	0	0
ENSMUSG00000101766	0	0	0	0	0	0	0	0
ENSMUSG00000101530	0	0	0	0	0	0	0	0
ENSMUSG00000100676	0	0	0	0	0	0	0	0
ENSMUSG00000101539	0	0	0	0	0	0	0	0
ENSMUSG00000100353	0	0	0	0	0	0	0	0
ENSMUSG00000101022	0	0	0	0	0	0	0	0
ENSMUSG00000100077	0	0	0	0	0	0	0	0
ENSMUSG00000101569	0	0	0	0	0	0	0	0
ENSMUSG00000101184	0	0	0	0	0	0	0	0
ENSMUSG00000099386	0	0	0	0	0	0	0	0
ENSMUSG00000095103	0	0	0	0	0	0	0	0
ENSMUSG00000095785	0	0	0	0	0	0	0	0
ENSMUSG00000101982	0	0	0	0	0	0	0	0
ENSMUSG00000099487	0	0	0	0	0	0	0	0
ENSMUSG00000101507	0	0	0	0	0	0	0	0
ENSMUSG00000093993	0	0	0	0	0	0	0	0
ENSMUSG00000100956	0	0	0	0	0	0	0	0
ENSMUSG00000100942	0	0	0	0	0	0	0	0
ENSMUSG00000100333	0	0	0	0	0	0	0	0
ENSMUSG00000100126	0	0	0	0	0	0	0	0
ENSMUSG00000101679	0	0	0	0	0	0	0	0
ENSMUSG00000099434	0	0	0	0	0	0	0	0
ENSMUSG00000100993	0	0	0	0	0	0	0	0
ENSMUSG00000099778	0	0	0	0	0	0	0	0
ENSMUSG00000101512	0	0	0	0	0	0	0	0
ENSMUSG00000100136	0	0	0	0	0	0	0	0
ENSMUSG00000101256	0	0	0	0	0	0	0	0
ENSMUSG00000101758	0	0	0	0	0	0	0	0
ENSMUSG00000099395	0	0	0	0	0	0	0	0
ENSMUSG00000100982	0	0	0	0	0	0	0	0
ENSMUSG00000099368	0	0	0	0	0	0	0	0
ENSMUSG00000101010	0	0	0	0	0	0	0	0
ENSMUSG00000100447	0	0	0	0	0	0	0	0
ENSMUSG00000100607	0	0	0	0	0	0	0	0
ENSMUSG00000099829	0	0	0	0	0	0	0	0
ENSMUSG00000101278	0	0	0	0	0	0	0	0
ENSMUSG00000101442	0	0	0	0	0	0	0	0
ENSMUSG00000096666	0	0	0	0	0	0	0	0
ENSMUSG00000100373	0	0	0	0	0	0	0	0
ENSMUSG00000102077	0	0	0	0	0	0	0	0
ENSMUSG00000099852	0	0	0	0	0	0	0	0
ENSMUSG00000095302	0	0	0	0	0	0	0	0
ENSMUSG00000100569	0	0	0	0	0	0	0	0
ENSMUSG00000100809	0	0	0	0	0	0	0	0
ENSMUSG00000099962	0	0	0	0	0	0	0	0
ENSMUSG00000100547	0	0	0	0	0	0	0	0
ENSMUSG00000099755	0	0	0	0	0	0	0	0
ENSMUSG00000099457	0	0	0	0	0	0	0	0
ENSMUSG00000101313	0	0	0	0	0	0	0	0
ENSMUSG00000100478	0	0	0	0	0	0	0	0
ENSMUSG00000101083	0	0	0	0	0	0	0	0
ENSMUSG00000102118	0	0	0	0	0	0	0	0
ENSMUSG00000096881	0	0	0	0	0	0	0	0
ENSMUSG00000099716	0	0	0	0	0	0	0	0
ENSMUSG00000101794	0	0	0	0	0	0	0	0
ENSMUSG00000101529	0	0	0	0	0	0	0	0
ENSMUSG00000099335	0	0	0	0	0	0	0	0
ENSMUSG00000100897	0	0	0	0	0	0	0	0
ENSMUSG00000101139	0	0	0	0	0	0	0	0
ENSMUSG00000101825	0	0	0	0	0	0	0	0
ENSMUSG00000099976	0	0	0	0	0	0	0	0
ENSMUSG00000099501	0	0	0	0	0	0	0	0
ENSMUSG00000099991	0	0	0	0	0	0	0	0
ENSMUSG00000101358	0	0	0	0	0	0	0	0
ENSMUSG00000101816	0	0	0	0	0	0	0	0
ENSMUSG00000096016	0	0	0	0	0	0	0	0
ENSMUSG00000101861	0	0	0	0	0	0	0	0
ENSMUSG00000101598	0	0	0	0	0	0	0	0
ENSMUSG00000102230	0	0	0	0	0	0	0	0
ENSMUSG00000104345	0	0	0	0	0	0	0	0
ENSMUSG00000102772	0	0	0	0	0	0	0	0
ENSMUSG00000103425	0	0	0	0	0	0	0	0
ENSMUSG00000102486	0	0	0	0	0	0	0	0
ENSMUSG00000103250	0	0	0	0	0	0	0	0
ENSMUSG00000103077	0	0	0	0	0	0	0	0
ENSMUSG00000103787	0	0	0	0	0	0	0	0
ENSMUSG00000103987	0	0	0	0	0	0	0	0
ENSMUSG00000103063	0	0	0	0	0	0	0	0
ENSMUSG00000102957	0	0	0	0	0	0	0	0
ENSMUSG00000103269	0	0	0	0	0	0	0	0
ENSMUSG00000103954	0	0	0	0	0	0	0	0
ENSMUSG00000103894	0	0	0	0	0	0	0	0
ENSMUSG00000103795	0	0	0	0	0	0	0	0
ENSMUSG00000103919	0	0	0	0	0	0	0	0
ENSMUSG00000103812	0	0	0	0	0	0	0	0
ENSMUSG00000104259	0	0	0	0	0	0	0	0
ENSMUSG00000102487	0	0	0	0	0	0	0	0
ENSMUSG00000102847	0	0	0	0	0	0	0	0
ENSMUSG00000103773	0	0	0	0	0	0	0	0
ENSMUSG00000102347	0	0	0	0	0	0	0	0
ENSMUSG00000104480	0	0	0	0	0	0	0	0
ENSMUSG00000104062	0	0	0	0	0	0	0	0
ENSMUSG00000103231	0	0	0	0	0	0	0	0
ENSMUSG00000102318	0	0	0	0	0	0	0	0
ENSMUSG00000103074	0	0	0	0	0	0	0	0
ENSMUSG00000102965	0	0	0	0	0	0	0	0
ENSMUSG00000104289	0	0	0	0	0	0	0	0
ENSMUSG00000102730	0	0	0	0	0	0	0	0
ENSMUSG00000102529	0	0	0	0	0	0	0	0
ENSMUSG00000103589	0	0	0	0	0	0	0	0
ENSMUSG00000102396	0	0	0	0	0	0	0	0
ENSMUSG00000104247	0	0	0	0	0	0	0	0
ENSMUSG00000104255	0	0	0	0	0	0	0	0
ENSMUSG00000102598	0	0	0	0	0	0	0	0
ENSMUSG00000102402	0	0	0	0	0	0	0	0
ENSMUSG00000104228	0	0	0	0	0	0	0	0
ENSMUSG00000103029	0	0	0	0	0	0	0	0
ENSMUSG00000102239	0	0	0	0	0	0	0	0
ENSMUSG00000103153	0	0	0	0	0	0	0	0
ENSMUSG00000103086	0	0	0	0	0	0	0	0
ENSMUSG00000103327	0	0	0	0	0	0	0	0
ENSMUSG00000104500	0	0	0	0	0	0	0	0
ENSMUSG00000103236	0	0	0	0	0	0	0	0
ENSMUSG00000102911	0	0	0	0	0	0	0	0
ENSMUSG00000103008	0	0	0	0	0	0	0	0
ENSMUSG00000103058	0	0	0	0	0	0	0	0
ENSMUSG00000093868	0	0	0	0	0	0	0	0
ENSMUSG00000102350	0	0	0	0	0	0	0	0
ENSMUSG00000102993	0	0	0	0	0	0	0	0
ENSMUSG00000103311	0	0	0	0	0	0	0	0
ENSMUSG00000104070	0	0	0	0	0	0	0	0
ENSMUSG00000103615	0	0	0	0	0	0	0	0
ENSMUSG00000094911	0	0	0	0	0	0	0	0
ENSMUSG00000104431	0	0	0	0	0	0	0	0
ENSMUSG00000103758	0	0	0	0	0	0	0	0
ENSMUSG00000104146	0	0	0	0	0	0	0	0
ENSMUSG00000102507	0	0	0	0	0	0	0	0
ENSMUSG00000102358	0	0	0	0	0	0	0	0
ENSMUSG00000103977	0	0	0	0	0	0	0	0
ENSMUSG00000102643	0	0	0	0	0	0	0	0
ENSMUSG00000103064	0	0	0	0	0	0	0	0
ENSMUSG00000102842	0	0	0	0	0	0	0	0
ENSMUSG00000103714	0	0	0	0	0	0	0	0
ENSMUSG00000103660	0	0	0	0	0	0	0	0
ENSMUSG00000094939	0	0	0	0	0	0	0	0
ENSMUSG00000103982	0	0	0	0	0	0	0	0
ENSMUSG00000102328	0	0	0	0	0	0	0	0
ENSMUSG00000103487	0	0	0	0	0	0	0	0
ENSMUSG00000103639	0	0	0	0	0	0	0	0
ENSMUSG00000104085	0	0	0	0	0	0	0	0
ENSMUSG00000102576	0	0	0	0	0	0	0	0
ENSMUSG00000103372	0	0	0	0	0	0	0	0
ENSMUSG00000102354	0	0	0	0	0	0	0	0
ENSMUSG00000102906	0	0	0	0	0	0	0	0
ENSMUSG00000103813	0	0	0	0	0	0	0	0
ENSMUSG00000104412	0	0	0	0	0	0	0	0
ENSMUSG00000104321	0	0	0	0	0	0	0	0
ENSMUSG00000103892	0	0	0	0	0	0	0	0
ENSMUSG00000103969	0	0	0	0	0	0	0	0
ENSMUSG00000102339	0	0	0	0	0	0	0	0
ENSMUSG00000102977	0	0	0	0	0	0	0	0
ENSMUSG00000102547	0	0	0	0	0	0	0	0
ENSMUSG00000103675	0	0	0	0	0	0	0	0
ENSMUSG00000103842	0	0	0	0	0	0	0	0
ENSMUSG00000104024	0	0	0	0	0	0	0	0
ENSMUSG00000103462	0	0	0	0	0	0	0	0
ENSMUSG00000101467	0	0	0	0	0	0	0	0
ENSMUSG00000101260	0	0	0	0	0	0	0	0
ENSMUSG00000101105	0	0	0	0	0	0	0	0
ENSMUSG00000099346	0	0	0	0	0	0	0	0
ENSMUSG00000101513	0	0	0	0	0	0	0	0
ENSMUSG00000101809	0	0	0	0	0	0	0	0
ENSMUSG00000099841	0	0	0	0	0	0	0	0
ENSMUSG00000101971	0	0	0	0	0	0	0	0
ENSMUSG00000101839	0	0	0	0	0	0	0	0
ENSMUSG00000102010	0	0	0	0	0	0	0	0
ENSMUSG00000101149	0	0	0	0	0	0	0	0
ENSMUSG00000101743	0	0	0	0	0	0	0	0
ENSMUSG00000101311	0	0	0	0	0	0	0	0
ENSMUSG00000100803	0	0	0	0	0	0	0	0
ENSMUSG00000100873	0	0	0	0	0	0	0	0
ENSMUSG00000101692	0	0	0	0	0	0	0	0
ENSMUSG00000100464	0	0	0	0	0	0	0	0
ENSMUSG00000102015	0	0	0	0	0	0	0	0
ENSMUSG00000101198	0	0	0	0	0	0	0	0
ENSMUSG00000099955	0	0	0	0	0	0	0	0
ENSMUSG00000099873	0	0	0	0	0	0	0	0
ENSMUSG00000101920	0	0	0	0	0	0	0	0
ENSMUSG00000099430	0	0	0	0	0	0	0	0
ENSMUSG00000100099	0	0	0	0	0	0	0	0
ENSMUSG00000100495	0	0	0	0	0	0	0	0
ENSMUSG00000100413	0	0	0	0	0	0	0	0
ENSMUSG00000100570	0	0	0	0	0	0	0	0
ENSMUSG00000101863	0	0	0	0	0	0	0	0
ENSMUSG00000099727	0	0	0	0	0	0	0	0
ENSMUSG00000099791	0	0	0	0	0	0	0	0
ENSMUSG00000101473	0	0	0	0	0	0	0	0
ENSMUSG00000101753	0	0	0	0	0	0	0	0
ENSMUSG00000099537	0	0	0	0	0	0	0	0
ENSMUSG00000101669	0	0	0	0	0	0	0	0
ENSMUSG00000099862	0	0	0	0	0	0	0	0
ENSMUSG00000101908	0	0	0	0	0	0	0	0
ENSMUSG00000100473	0	0	0	0	0	0	0	0
ENSMUSG00000101192	0	0	0	0	0	0	0	0
ENSMUSG00000101607	0	0	0	0	0	0	0	0
ENSMUSG00000101418	0	0	0	0	0	0	0	0
ENSMUSG00000099431	0	0	0	0	0	0	0	0
ENSMUSG00000101837	0	0	0	0	0	0	0	0
ENSMUSG00000100233	0	0	0	0	0	0	0	0
ENSMUSG00000100859	0	0	0	0	0	0	0	0
ENSMUSG00000099653	0	0	0	0	0	0	0	0
ENSMUSG00000100875	0	0	0	0	0	0	0	0
ENSMUSG00000100117	0	0	0	0	0	0	0	0
ENSMUSG00000101305	0	0	0	0	0	0	0	0
ENSMUSG00000099650	0	0	0	0	0	0	0	0
ENSMUSG00000101560	0	0	0	0	0	0	0	0
ENSMUSG00000101954	0	0	0	0	0	0	0	0
ENSMUSG00000096538	0	0	0	0	0	0	0	0
ENSMUSG00000099348	0	0	0	0	0	0	0	0
ENSMUSG00000099380	0	0	0	0	0	0	0	0
ENSMUSG00000101412	0	0	0	0	0	0	0	0
ENSMUSG00000099817	0	0	0	0	0	0	0	0
ENSMUSG00000099880	0	0	0	0	0	0	0	0
ENSMUSG00000101642	0	0	0	0	0	0	0	0
ENSMUSG00000101719	0	0	0	0	0	0	0	0
ENSMUSG00000100896	0	0	0	0	0	0	0	0
ENSMUSG00000099347	0	0	0	0	0	0	0	0
ENSMUSG00000101379	0	0	0	0	0	0	0	0
ENSMUSG00000100565	0	0	0	0	0	0	0	0
ENSMUSG00000101489	0	0	0	0	0	0	0	0
ENSMUSG00000100038	0	0	0	0	0	0	0	0
ENSMUSG00000100415	0	0	0	0	0	0	0	0
ENSMUSG00000101775	0	0	0	0	0	0	0	0
ENSMUSG00000095192	0	0	0	0	0	0	0	0
ENSMUSG00000100311	0	0	0	0	0	0	0	0
ENSMUSG00000094232	0	0	0	0	0	0	0	0
ENSMUSG00000099990	0	0	0	0	0	0	0	0
ENSMUSG00000101527	0	0	0	0	0	0	0	0
ENSMUSG00000096698	0	0	0	0	0	0	0	0
ENSMUSG00000099855	0	0	0	0	0	0	0	0
ENSMUSG00000094623	0	0	0	0	0	0	0	0
ENSMUSG00000100928	0	0	0	0	0	0	0	0
ENSMUSG00000101667	0	0	0	0	0	0	0	0
ENSMUSG00000093918	0	0	0	0	0	0	0	0
ENSMUSG00000099455	0	0	0	0	0	0	0	0
ENSMUSG00000094511	0	0	0	0	0	0	0	0
ENSMUSG00000101141	0	0	0	0	0	0	0	0
ENSMUSG00000093987	0	0	0	0	0	0	0	0
ENSMUSG00000100285	0	0	0	0	0	0	0	0
ENSMUSG00000095948	0	0	0	0	0	0	0	0
ENSMUSG00000100960	0	0	0	0	0	0	0	0
ENSMUSG00000099970	0	0	0	0	0	0	0	0
ENSMUSG00000099660	0	0	0	0	0	0	0	0
ENSMUSG00000096520	0	0	0	0	0	0	0	0
ENSMUSG00000101016	0	0	0	0	0	0	0	0
ENSMUSG00000100360	0	0	0	0	0	0	0	0
ENSMUSG00000099838	0	0	0	0	0	0	0	0
ENSMUSG00000100132	0	0	0	0	0	0	0	0
ENSMUSG00000101030	0	0	0	0	0	0	0	0
ENSMUSG00000100641	0	0	0	0	0	0	0	0
ENSMUSG00000101145	0	0	0	0	0	0	0	0
ENSMUSG00000100656	0	0	0	0	0	0	0	0
ENSMUSG00000100082	0	0	0	0	0	0	0	0
ENSMUSG00000101712	0	0	0	0	0	0	0	0
ENSMUSG00000101558	0	0	0	0	0	0	0	0
ENSMUSG00000100753	0	0	0	0	0	0	0	0
ENSMUSG00000101499	0	0	0	0	0	0	0	0
ENSMUSG00000101108	0	0	0	0	0	0	0	0
ENSMUSG00000100300	0	0	0	0	0	0	0	0
ENSMUSG00000100683	0	0	0	0	0	0	0	0
ENSMUSG00000099514	0	0	0	0	0	0	0	0
ENSMUSG00000100446	0	0	0	0	0	0	0	0
ENSMUSG00000102680	0	0	0	0	0	0	0	0
ENSMUSG00000100984	0	0	0	0	0	0	0	0
ENSMUSG00000100137	0	0	0	0	0	0	0	0
ENSMUSG00000100958	0	0	0	0	0	0	0	0
ENSMUSG00000099575	0	0	0	0	0	0	0	0
ENSMUSG00000100597	0	0	0	0	0	0	0	0
ENSMUSG00000099410	0	0	0	0	0	0	0	0
ENSMUSG00000093927	0	0	0	0	0	0	0	0
ENSMUSG00000101212	0	0	0	0	0	0	0	0
ENSMUSG00000101041	0	0	0	0	0	0	0	0
ENSMUSG00000118417	0	0	0	0	0	0	0	0
ENSMUSG00000095693	0	0	0	0	0	0	0	0
ENSMUSG00000101611	0	0	0	0	0	0	0	0
ENSMUSG00000101769	0	0	0	0	0	0	0	0
ENSMUSG00000100792	0	0	0	0	0	0	0	0
ENSMUSG00000099766	0	0	0	0	0	0	0	0
ENSMUSG00000099726	0	0	0	0	0	0	0	0
ENSMUSG00000101576	0	0	0	0	0	0	0	0
ENSMUSG00000102115	0	0	0	0	0	0	0	0
ENSMUSG00000102102	0	0	0	0	0	0	0	0
ENSMUSG00000100292	0	0	0	0	0	0	0	0
ENSMUSG00000101081	0	0	0	0	0	0	0	0
ENSMUSG00000099815	0	0	0	0	0	0	0	0
ENSMUSG00000118404	0	0	0	0	0	0	0	0
ENSMUSG00000101525	0	0	0	0	0	0	0	0
ENSMUSG00000095148	0	0	0	0	0	0	0	0
ENSMUSG00000101707	0	0	0	0	0	0	0	0
ENSMUSG00000100275	0	0	0	0	0	0	0	0
ENSMUSG00000100472	0	0	0	0	0	0	0	0
ENSMUSG00000101055	0	0	0	0	0	0	0	0
ENSMUSG00000096686	0	0	0	0	0	0	0	0
ENSMUSG00000099505	0	0	0	0	0	0	0	0
ENSMUSG00000100161	0	0	0	0	0	0	0	0
ENSMUSG00000102039	0	0	0	0	0	0	0	0
ENSMUSG00000101479	0	0	0	0	0	0	0	0
ENSMUSG00000100939	0	0	0	0	0	0	0	0
ENSMUSG00000100262	0	0	0	0	0	0	0	0
ENSMUSG00000100453	0	0	0	0	0	0	0	0
ENSMUSG00000100858	0	0	0	0	0	0	0	0
ENSMUSG00000099965	0	0	0	0	0	0	0	0
ENSMUSG00000100948	0	0	0	0	0	0	0	0
ENSMUSG00000118447	0	0	0	0	0	0	0	0
ENSMUSG00000100961	0	0	0	0	0	0	0	0
ENSMUSG00000100806	0	0	0	0	0	0	0	0
