Geneid	D4_131	D4_182	D4_184	D4_187	D4_195	D4_284	D4_321	D4_326	D4_87
ENSMUSG00000118214	0	4	0	0	0	0	1	0	0
ENSMUSG00000117482	0	0	0	0	0	0	0	0	0
ENSMUSG00000120299	2	0	0	3	0	0	4	0	0
ENSMUSG00000117401	0	0	0	4	2	6	0	2	4
ENSMUSG00000117594	0	0	0	0	0	0	0	0	0
ENSMUSG00000097641	0	4	0	0	0	0	7	0	0
ENSMUSG00000024234	473	591	574	874	436	576	925	842	563
ENSMUSG00000117579	10	3	4	11	2	5	0	8	0
ENSMUSG00000056130	2	4	8	24	6	52	11	4	17
ENSMUSG00000033184	8329	7820	7991	6718	6476	5450	10064	8236	4949
ENSMUSG00000057561	3064	4509	5345	6360	2971	1894	5391	4415	2392
ENSMUSG00000117780	0	0	4	0	0	0	2	0	0
ENSMUSG00000049090	2291	1699	1242	2150	1412	1674	3335	2555	1686
ENSMUSG00000117802	0	0	0	0	0	0	0	0	0
ENSMUSG00000024594	2439	2022	1914	2130	2243	1785	2984	2802	1669
ENSMUSG00000086607	6	10	8	5	2	42	61	48	10
ENSMUSG00000117864	8	0	0	0	0	4	4	0	2
ENSMUSG00000069372	110	10	8	14	18	42	204	108	42
ENSMUSG00000085800	0	0	0	0	0	1	1	0	0
ENSMUSG00000058925	1	0	2	0	0	2	4	2	0
ENSMUSG00000118322	0	4	6	2	0	0	0	2	0
ENSMUSG00000088776	0	0	0	0	0	0	0	0	0
ENSMUSG00002074848	0	0	0	0	0	0	0	0	0
ENSMUSG00000118391	0	0	0	0	0	0	0	0	2
ENSMUSG00000024597	4040	3250	1630	9670	1689	2845	11107	5364	5030
ENSMUSG00000024366	12	12	22	22	4	6	16	30	10
ENSMUSG00000024235	6	33	22	170	20	71	66	56	65
ENSMUSG00000024486	720	2145	3122	1997	710	2448	1547	1532	555
ENSMUSG00000120394	0	0	0	0	0	0	0	0	0
ENSMUSG00000118296	0	0	0	0	0	0	0	0	0
ENSMUSG00000024427	38	38	58	552	34	58	162	108	94
ENSMUSG00002075777	0	0	0	0	0	0	0	0	0
ENSMUSG00002076038	0	0	0	0	0	0	0	0	0
ENSMUSG00000118257	1	0	0	2	0	1	7	0	6
ENSMUSG00000118193	0	0	0	0	0	0	0	0	0
ENSMUSG00000099488	12	9	13	6	12	12	12	6	7
ENSMUSG00000083766	0	0	0	0	0	0	0	0	0
ENSMUSG00000081773	0	0	0	4	0	0	0	0	0
ENSMUSG00000036585	214	580	474	228	234	673	452	1173	216
ENSMUSG00000117994	0	0	0	5	0	2	4	0	0
ENSMUSG00000036452	1181	1468	1340	786	1071	1343	1564	1919	656
ENSMUSG00000086991	0	1	5	6	0	0	2	0	0
ENSMUSG00000086312	0	16	0	0	1	0	0	0	1
ENSMUSG00000082287	0	0	0	0	2	2	0	3	0
ENSMUSG00000085289	16	22	26	4	38	13	12	14	3
ENSMUSG00000118199	0	0	0	0	0	0	0	0	0
ENSMUSG00000055095	0	0	0	6	0	0	0	0	0
ENSMUSG00000061144	0	0	0	0	0	0	0	0	0
ENSMUSG00000110628	0	0	0	0	0	0	0	0	0
ENSMUSG00000069385	0	0	0	0	0	0	0	0	0
ENSMUSG00000053729	0	0	0	0	0	0	0	0	0
ENSMUSG00000073573	0	0	0	0	0	0	0	0	0
ENSMUSG00000038071	0	0	0	0	0	0	0	0	0
ENSMUSG00000117919	0	0	0	0	0	0	0	0	0
ENSMUSG00000024471	298	10	0	234	169	0	236	4	223
ENSMUSG00000073572	0	0	0	0	0	0	0	0	0
ENSMUSG00000091519	0	0	0	0	0	0	0	0	1
ENSMUSG00000090000	2550	1883	2133	2826	1691	1983	3220	3250	2133
ENSMUSG00000025421	736	718	810	944	738	882	1325	1353	618
ENSMUSG00000025420	2	0	0	1	6	4	2	2	2
ENSMUSG00000119947	1	2	6	8	1	24	18	22	2
ENSMUSG00000025423	681	585	557	937	656	612	824	800	563
ENSMUSG00000073532	0	0	0	0	0	0	0	0	0
ENSMUSG00000025425	0	0	0	0	0	0	0	0	0
ENSMUSG00000082784	0	0	0	0	0	0	0	0	0
ENSMUSG00000062742	5	10	0	6	6	2	8	20	6
ENSMUSG00000117869	267	162	63	1134	66	97	473	155	266
ENSMUSG00000117694	0	0	0	2	0	0	2	0	0
ENSMUSG00002076696	0	0	0	0	0	0	0	0	0
ENSMUSG00000105743	0	0	0	0	0	0	0	0	0
ENSMUSG00000065649	0	0	0	0	0	0	0	0	0
ENSMUSG00002075136	0	0	0	0	0	0	0	0	0
ENSMUSG00000037236	1195	1416	1124	3401	991	1747	2446	2134	1397
ENSMUSG00000102496	2	34	8	26	18	22	0	16	8
ENSMUSG00000118030	0	0	0	0	0	0	0	0	0
ENSMUSG00000037058	1734	1875	1639	2303	1484	2050	2731	2602	1652
ENSMUSG00000024354	52	23	36	53	88	42	32	15	30
ENSMUSG00000024353	0	41	10	14	7	81	31	12	22
ENSMUSG00000117874	0	0	0	0	0	0	0	0	0
ENSMUSG00000073600	16	44	20	30	10	84	72	68	14
ENSMUSG00000024352	22	21	8	36	8	11	34	4	30
ENSMUSG00000024350	162	104	81	334	105	204	246	254	162
ENSMUSG00000073598	198	363	310	840	213	178	851	384	286
ENSMUSG00000073599	71	34	36	684	55	99	241	75	119
ENSMUSG00000024349	86	128	114	1275	44	596	392	136	231
ENSMUSG00000091842	0	0	0	0	0	0	0	0	0
ENSMUSG00000091896	3203	2280	2116	4164	2126	2765	3753	3703	3039
ENSMUSG00000117841	0	0	0	0	0	0	0	0	0
ENSMUSG00000046668	117	111	95	270	97	402	172	273	141
ENSMUSG00000100320	0	0	0	0	4	9	0	0	0
ENSMUSG00000117840	0	0	0	0	0	4	2	0	0
ENSMUSG00000118080	0	0	0	0	0	0	0	0	1
ENSMUSG00000118358	0	0	0	0	0	0	0	0	0
ENSMUSG00000118347	0	0	0	8	0	8	0	0	14
ENSMUSG00000118122	0	2	0	0	0	0	0	0	0
ENSMUSG00000120345	2	14	2	0	8	9	0	2	0
ENSMUSG00002075971	0	0	0	0	0	0	0	0	0
ENSMUSG00000024347	16	6	0	19	6	55	4	20	2
ENSMUSG00000024512	0	0	0	197	0	0	2	0	12
ENSMUSG00000110495	0	4	0	0	0	1	0	0	0
ENSMUSG00000044906	30	154	199	154	77	103	83	62	51
ENSMUSG00000118497	0	0	0	0	0	0	0	0	0
ENSMUSG00000077223	0	0	0	0	0	0	0	0	0
ENSMUSG00000044387	14	2	2	0	2	2	9	3	0
ENSMUSG00000033863	1775	979	640	1150	1098	1062	2354	1574	843
ENSMUSG00000080626	1	5	0	2	0	0	2	0	0
ENSMUSG00000006456	979	1009	906	2511	997	1158	2060	1377	1262
ENSMUSG00000095913	12	11	12	17	6	4	11	9	0
ENSMUSG00000025075	2	74	58	0	40	24	36	138	2
ENSMUSG00000034108	1785	1528	1480	624	1394	1598	1653	2494	1213
ENSMUSG00000067872	16	6	20	7	18	2	6	8	5
ENSMUSG00000083282	169	76	80	117	125	146	156	205	150
ENSMUSG00000006457	6	0	0	2	0	4	6	8	2
ENSMUSG00000024943	617	795	582	1423	482	752	1021	869	559
ENSMUSG00000117837	0	0	0	0	0	0	0	0	0
ENSMUSG00000118919	0	0	0	0	0	0	0	0	0
ENSMUSG00000006463	426	494	741	363	564	492	592	755	281
ENSMUSG00000033207	51	30	36	16	26	48	216	170	16
ENSMUSG00000118092	0	0	0	0	0	0	0	0	0
ENSMUSG00000117850	0	0	0	0	0	0	0	0	0
ENSMUSG00000033053	0	0	0	0	0	0	0	0	0
ENSMUSG00000117944	0	0	0	0	0	0	0	0	0
ENSMUSG00000044424	42	28	32	114	46	54	66	88	44
ENSMUSG00000088027	0	0	0	0	0	0	0	0	0
ENSMUSG00000098010	0	0	0	0	0	0	0	0	0
ENSMUSG00000051255	178	146	88	328	96	154	407	196	174
ENSMUSG00000074925	1249	951	822	1058	832	1066	1455	1166	658
ENSMUSG00000117685	0	0	0	0	0	0	0	0	0
ENSMUSG00000006464	47	53	36	120	22	56	52	44	18
ENSMUSG00002074886	0	0	0	0	0	0	0	0	0
ENSMUSG00000024897	44	37	22	65	48	74	92	92	26
ENSMUSG00000118287	0	0	0	0	0	0	0	0	0
ENSMUSG00000118340	0	0	0	0	0	0	0	0	0
ENSMUSG00000071604	492	783	546	531	432	936	1566	1213	787
ENSMUSG00000117820	0	7	0	0	4	0	4	3	2
ENSMUSG00000096796	0	0	0	0	0	0	2	0	0
ENSMUSG00000063904	5211	4856	4616	5711	4570	3889	8472	6434	4050
ENSMUSG00000024812	7087	6855	6557	7225	4911	4320	11610	6514	4092
ENSMUSG00000118277	0	2	0	0	0	4	0	0	0
ENSMUSG00000118371	0	2	2	0	0	0	1	1	0
ENSMUSG00000024901	22	10	10	28	10	29	54	56	8
ENSMUSG00000059363	177	204	137	559	152	165	554	237	246
ENSMUSG00000082107	0	2	0	8	0	2	12	4	2
ENSMUSG00000024902	937	861	759	2517	726	792	2241	1272	1346
ENSMUSG00000045903	17	18	56	60	16	41	82	73	46
ENSMUSG00000118364	8	0	8	0	1	6	14	10	0
ENSMUSG00000117723	0	0	0	0	0	0	0	0	0
ENSMUSG00000024867	4545	3914	3409	2250	3634	3067	5443	4562	2519
ENSMUSG00000085003	6	2	0	8	0	0	2	0	2
ENSMUSG00000074922	257	237	235	372	158	172	484	267	195
ENSMUSG00000048572	2323	3060	2816	692	828	2158	3307	4892	457
ENSMUSG00000041731	2780	366	422	529	487	1209	3561	3433	581
ENSMUSG00000097950	2	0	0	0	0	0	0	0	0
ENSMUSG00000117934	0	0	0	0	0	0	0	0	0
ENSMUSG00000058927	75	77	79	77	86	30	112	70	61
ENSMUSG00000051490	0	0	0	1	0	0	0	0	0
ENSMUSG00000049134	188	96	104	87	152	113	253	205	136
ENSMUSG00000024891	22	68	41	407	12	52	122	51	44
ENSMUSG00000090990	38	19	31	8	17	48	30	42	16
ENSMUSG00000047379	13	6	9	4	4	8	18	12	12
ENSMUSG00000024878	212	181	170	501	142	190	372	198	147
ENSMUSG00000117789	0	0	0	0	6	2	0	6	0
ENSMUSG00000119558	0	0	0	0	0	0	0	0	0
ENSMUSG00002075381	0	0	0	0	0	0	0	0	0
ENSMUSG00000025076	9623	11773	14398	5483	10179	5289	13707	12548	5544
ENSMUSG00000080268	4	8	5	0	4	9	3	13	4
ENSMUSG00000052085	926	1447	1235	1379	819	1836	1511	1296	849
ENSMUSG00000024883	536	205	211	486	232	289	511	331	302
ENSMUSG00000065634	0	0	0	0	0	0	0	0	0
ENSMUSG00000056481	44	10	4	50	6	48	102	54	6
ENSMUSG00000061451	92	35	68	56	72	82	102	234	49
ENSMUSG00000117893	0	0	8	0	2	2	0	4	0
ENSMUSG00000032702	760	351	242	505	423	360	1072	572	394
ENSMUSG00000118238	0	0	0	4	0	2	2	0	0
ENSMUSG00000064843	0	0	0	0	0	0	0	0	0
ENSMUSG00000117720	0	0	0	0	0	0	0	0	0
ENSMUSG00000024837	0	2	2	0	0	0	0	0	0
ENSMUSG00000042372	40	80	236	0	12	20	106	38	136
ENSMUSG00000048138	0	2	10	2	0	0	6	4	0
ENSMUSG00000098105	0	0	0	0	0	0	0	0	0
ENSMUSG00000118016	0	0	0	0	0	0	0	0	0
ENSMUSG00000117950	0	0	0	0	0	0	0	0	0
ENSMUSG00000084589	0	0	0	0	0	0	0	0	0
ENSMUSG00000024875	2417	2042	2439	1938	2008	1866	3664	3129	1977
ENSMUSG00000118005	0	0	0	0	0	0	0	0	0
ENSMUSG00000117707	0	0	0	0	0	0	0	0	0
ENSMUSG00000118001	0	0	0	0	0	0	0	0	0
ENSMUSG00000117803	0	0	0	0	0	0	0	0	0
ENSMUSG00000025078	3449	2159	2326	2676	2558	2487	3705	2822	1976
ENSMUSG00000114682	0	0	0	0	0	0	0	0	0
ENSMUSG00000117890	0	0	0	0	0	0	0	0	0
ENSMUSG00000035283	12	64	16	4	32	16	60	34	10
ENSMUSG00000024873	43	22	38	40	28	20	50	80	32
ENSMUSG00000067063	0	0	0	0	0	0	0	2	0
ENSMUSG00000035173	3135	3022	2415	1917	2723	2624	3640	3154	1485
ENSMUSG00000024870	6706	4642	5015	4456	4468	4696	8443	6994	3987
ENSMUSG00000024862	533	390	313	544	306	525	647	692	374
ENSMUSG00000117710	0	3	1	6	0	2	4	13	0
ENSMUSG00000117729	0	2	4	12	0	2	2	0	0
ENSMUSG00000024855	104	166	176	797	117	553	361	317	279
ENSMUSG00002076406	0	1	0	0	0	0	0	0	0
ENSMUSG00000118104	0	6	2	0	0	4	0	0	0
ENSMUSG00000024853	6410	5043	4938	9444	5013	6374	10076	7563	5154
ENSMUSG00000118243	36	6	0	0	10	2	2	0	4
ENSMUSG00000047658	0	0	0	0	4	4	0	0	4
ENSMUSG00000118009	0	0	0	0	0	0	0	0	0
ENSMUSG00000117807	0	0	0	0	0	0	0	0	0
ENSMUSG00000038498	0	0	0	0	0	0	0	0	0
ENSMUSG00000024846	5556	3034	4301	2266	3528	2766	4476	5300	3543
ENSMUSG00000118610	0	2	1	2	0	4	5	0	1
ENSMUSG00000025081	22	16	16	160	8	10	14	8	6
ENSMUSG00000024844	3772	2466	2163	9247	1791	2215	7610	3465	5220
ENSMUSG00000024841	1463	1057	878	2848	831	1071	2312	1502	1505
ENSMUSG00000025082	2	16	0	58	10	4	28	6	10
ENSMUSG00000039148	2938	2513	2611	4846	2436	2994	4650	4321	2368
ENSMUSG00000117959	98	63	35	139	55	39	61	64	69
ENSMUSG00000039330	0	0	0	4	11	3	12	1	2
ENSMUSG00000051133	0	0	0	0	0	0	0	0	0
ENSMUSG00000024914	3629	2211	2087	4023	2007	2430	4345	3806	3003
ENSMUSG00000047423	948	974	872	792	880	1245	1251	1465	546
ENSMUSG00002076078	0	0	0	0	0	0	0	0	0
ENSMUSG00000117771	2	4	2	18	2	8	8	2	4
ENSMUSG00000117845	0	0	0	0	0	0	0	0	0
ENSMUSG00000024912	17	2	6	215	0	13	5	4	10
ENSMUSG00000095098	872	288	358	1172	460	777	845	1004	990
ENSMUSG00000025083	16	18	70	109	46	59	99	90	14
ENSMUSG00000024911	3729	2135	2643	2074	2549	2478	3286	3959	2427
ENSMUSG00000024910	58	444	506	94	316	193	213	407	50
ENSMUSG00000024909	166	132	136	436	140	198	313	292	160
ENSMUSG00000024906	314	301	264	493	258	401	549	472	392
ENSMUSG00000117966	4	0	3	0	0	0	0	0	2
ENSMUSG00000056201	33299	25863	30637	36970	22971	23376	40744	33152	27064
ENSMUSG00000056185	54	119	67	105	55	156	127	124	78
ENSMUSG00000100937	0	0	2	9	5	19	0	1	6
ENSMUSG00000024922	1269	1086	1461	762	1289	991	1295	1413	845
ENSMUSG00000117861	10	42	29	22	22	4	6	22	7
ENSMUSG00000049562	913	795	1024	550	740	700	1018	890	551
ENSMUSG00000024925	1052	828	523	2548	349	694	2792	990	1351
ENSMUSG00000024921	893	892	887	1152	717	1453	1469	1598	619
ENSMUSG00000093628	0	0	0	2	2	2	0	0	0
ENSMUSG00000093772	6	11	8	0	0	9	1	9	1
ENSMUSG00000118331	0	0	0	0	0	0	0	2	0
ENSMUSG00000074913	0	0	0	0	1	0	0	0	0
ENSMUSG00000118313	0	2	0	0	0	0	0	0	0
ENSMUSG00000118209	2	0	0	0	0	0	0	4	0
ENSMUSG00000118020	0	10	4	2	0	2	9	0	2
ENSMUSG00000024926	733	687	756	828	649	638	1333	999	435
ENSMUSG00000024927	1922	1404	1575	2867	1333	2053	2736	2400	1542
ENSMUSG00000024924	146	51	90	285	76	106	241	188	124
ENSMUSG00000047298	8	4	0	4	8	2	6	10	2
ENSMUSG00000117752	0	0	0	0	0	0	0	0	0
ENSMUSG00000117705	0	0	0	0	0	0	0	0	0
ENSMUSG00000041360	757	744	460	3474	428	711	2113	898	953
ENSMUSG00000118072	0	0	0	0	0	0	0	0	0
ENSMUSG00000088266	0	0	0	0	0	0	0	0	0
ENSMUSG00000040929	183	212	126	298	136	204	406	196	174
ENSMUSG00000025085	4494	3104	3169	5941	3235	6121	5027	4106	3414
ENSMUSG00000092617	0	0	0	0	0	0	0	0	0
ENSMUSG00000092182	4	0	0	6	0	7	0	0	0
ENSMUSG00000117788	0	0	2	0	0	0	2	4	6
ENSMUSG00000101084	0	0	0	0	0	0	0	0	0
ENSMUSG00000117862	2	2	0	1	0	0	1	2	0
ENSMUSG00000117684	0	3	6	0	3	4	0	8	2
ENSMUSG00000117670	0	0	0	0	0	0	0	0	0
ENSMUSG00000033478	1825	1349	1523	997	1697	1511	1424	1706	874
ENSMUSG00000117927	0	0	0	0	0	0	0	0	0
ENSMUSG00000052942	8	21	16	114	12	26	36	24	8
ENSMUSG00000089952	0	0	4	0	0	0	0	0	0
ENSMUSG00000025086	155	293	223	527	145	289	423	338	164
ENSMUSG00000097735	0	0	0	0	0	0	0	0	0
ENSMUSG00000067351	2	0	0	0	0	0	4	0	0
ENSMUSG00000090737	6	0	0	2	4	1	2	1	2
ENSMUSG00000056917	129	587	506	2677	400	3205	364	433	938
ENSMUSG00000098069	0	0	0	0	0	0	0	0	0
ENSMUSG00000118178	0	10	9	0	10	3	0	1	0
ENSMUSG00000118248	0	0	0	0	0	0	0	0	0
ENSMUSG00000117770	0	0	0	0	0	0	0	0	0
ENSMUSG00000117978	0	0	2	2	0	0	0	0	4
ENSMUSG00000024935	4064	5138	5684	910	6981	5174	2743	9140	1093
ENSMUSG00000089993	26	35	29	42	33	36	56	36	22
ENSMUSG00000054843	2788	2310	2602	1920	1928	2687	3033	3444	1694
ENSMUSG00000093757	2	0	3	0	0	0	7	3	0
ENSMUSG00000117871	0	10	10	0	0	2	0	0	8
ENSMUSG00000087002	0	0	0	0	0	0	0	0	0
ENSMUSG00000064202	29	38	52	11	34	23	33	37	42
ENSMUSG00000025089	48	8	6	30	22	52	87	95	12
ENSMUSG00000118253	0	0	0	0	0	0	0	0	0
ENSMUSG00000025090	0	0	0	0	0	0	0	0	0
ENSMUSG00000100001	0	0	0	0	0	0	0	0	0
ENSMUSG00000046008	0	0	0	0	0	4	0	4	2
ENSMUSG00000118223	0	0	0	0	0	0	0	0	0
ENSMUSG00000042179	4	0	0	0	8	4	4	6	2
ENSMUSG00000054874	2770	3252	3224	3130	2704	3233	3697	4019	1608
ENSMUSG00000025091	146	156	156	108	74	222	118	368	144
ENSMUSG00000098568	0	0	0	0	0	0	0	0	0
ENSMUSG00000118320	6	13	0	0	6	4	9	7	0
ENSMUSG00000026931	0	0	0	0	0	0	0	0	0
ENSMUSG00002076056	0	0	0	0	0	0	0	0	0
ENSMUSG00000091410	0	0	0	0	0	0	0	0	0
ENSMUSG00000024785	175	284	192	793	126	271	707	260	220
ENSMUSG00000004054	4161	4241	4657	2803	3748	4117	5335	5699	2481
ENSMUSG00000065556	0	0	0	0	0	0	0	0	0
ENSMUSG00000118077	0	0	0	0	0	0	0	0	0
ENSMUSG00000068466	3	4	2	33	4	6	14	8	12
ENSMUSG00000024936	3	4	19	19	4	2	26	12	8
ENSMUSG00000025092	1223	2816	4341	857	3279	1048	2659	1497	887
ENSMUSG00000092813	0	0	0	0	0	0	0	0	0
ENSMUSG00000048029	8	8	4	33	8	6	7	9	1
ENSMUSG00000024789	6370	5743	5313	3229	4847	5053	6964	6259	3356
ENSMUSG00000050957	713	753	978	196	486	442	770	1046	342
ENSMUSG00000039097	0	0	4	0	0	0	0	0	0
ENSMUSG00000041362	1246	939	828	2482	667	1033	2578	1191	784
ENSMUSG00000118377	12	2	6	18	2	6	6	4	2
ENSMUSG00000006270	0	0	0	0	0	0	0	0	0
ENSMUSG00000117834	0	0	0	0	0	0	0	0	0
ENSMUSG00000040901	0	0	0	2	0	0	0	0	0
ENSMUSG00000101630	0	0	0	0	0	0	0	0	0
ENSMUSG00000016495	4364	3562	5040	1235	3156	2957	4690	4662	2946
ENSMUSG00000025094	87	101	119	171	91	174	224	183	65
ENSMUSG00000016496	353	2020	2193	564	433	196	814	363	134
ENSMUSG00000117964	20	266	234	44	28	26	56	10	20
ENSMUSG00000074746	2357	2264	2138	2467	1793	2286	3504	2529	1501
ENSMUSG00000067038	28	18	20	82	32	40	50	40	62
ENSMUSG00000118276	0	2	0	0	0	4	0	0	0
ENSMUSG00000110210	0	0	0	0	0	0	0	0	0
ENSMUSG00000043969	0	0	0	0	0	0	0	0	0
ENSMUSG00000100119	0	0	0	0	0	0	0	0	0
ENSMUSG00000118118	0	0	0	0	0	0	0	0	0
ENSMUSG00000016498	12	8	6	103	10	77	10	8	24
ENSMUSG00000118031	0	0	0	0	0	0	0	0	0
ENSMUSG00000118190	0	0	0	0	0	0	2	0	0
ENSMUSG00000090965	0	0	10	10	0	1	0	2	2
ENSMUSG00000040022	136	120	104	244	86	199	196	168	74
ENSMUSG00000091378	0	0	0	0	0	2	0	0	0
ENSMUSG00000118291	0	0	0	0	0	0	0	0	0
ENSMUSG00000118166	0	0	0	0	0	0	0	0	0
ENSMUSG00000057858	532	457	463	789	311	408	758	426	370
ENSMUSG00000043623	0	0	0	0	4	0	8	2	0
ENSMUSG00000099678	0	0	0	0	0	0	0	0	0
ENSMUSG00000045052	0	0	0	0	0	0	0	0	0
ENSMUSG00000024937	4294	4767	5828	5450	5802	4294	5599	6633	3282
ENSMUSG00000024939	0	0	0	0	0	0	1	0	0
ENSMUSG00000118125	13	29	8	76	14	18	12	19	8
ENSMUSG00000038658	880	905	878	1349	692	997	1391	950	781
ENSMUSG00000079478	2	7	4	14	0	4	6	2	3
ENSMUSG00000033417	2873	2199	2371	2735	1902	2302	4020	3037	1844
ENSMUSG00002075851	0	0	0	0	0	0	0	0	0
ENSMUSG00000117790	0	0	0	0	0	0	0	0	0
ENSMUSG00000072437	14	8	24	284	12	62	94	34	70
ENSMUSG00000024991	3493	4476	3475	12980	3213	4933	10404	5709	3560
ENSMUSG00000118735	0	0	0	0	0	0	0	0	0
ENSMUSG00002075991	0	1	0	0	0	0	0	0	0
ENSMUSG00002075125	0	0	0	2	0	0	0	0	0
ENSMUSG00000046324	2598	2264	2040	3104	1816	1764	4250	2397	1750
ENSMUSG00000024806	4	0	2	0	0	0	12	8	0
ENSMUSG00000024940	274	91	119	512	92	424	423	372	120
ENSMUSG00000024993	920	829	905	940	684	738	1332	1059	619
ENSMUSG00000046138	925	1424	858	1148	1072	917	1478	1213	590
ENSMUSG00000118251	0	4	1	0	0	2	0	0	0
ENSMUSG00000083036	0	0	0	0	0	0	0	0	0
ENSMUSG00000074909	315	446	487	570	308	554	568	727	281
ENSMUSG00000117883	0	0	0	0	0	0	0	0	0
ENSMUSG00000063698	2	17	14	38	10	32	14	24	11
ENSMUSG00000024997	3162	2023	1679	5308	1772	2054	5362	2827	3615
ENSMUSG00000024810	128	50	58	6591	56	201	144	78	142
ENSMUSG00000087937	0	0	0	0	0	0	0	0	0
ENSMUSG00000024815	0	0	0	0	0	0	0	0	0
ENSMUSG00000003228	516	332	393	914	250	616	739	540	391
ENSMUSG00000096578	0	0	0	0	0	0	0	0	0
ENSMUSG00000088894	0	0	0	0	0	3	0	0	0
ENSMUSG00000074733	716	1684	1760	1012	1390	1643	1274	2540	760
ENSMUSG00000070263	0	0	0	0	2	3	0	0	1
ENSMUSG00000118252	5	44	48	36	27	35	50	61	24
ENSMUSG00000094649	0	6	8	2	0	8	0	0	0
ENSMUSG00000069475	11	20	51	23	17	11	32	26	5
ENSMUSG00000024817	644	1064	808	2375	782	1051	1618	1572	768
ENSMUSG00000024941	1173	1073	1108	1553	1087	1355	1923	1695	661
ENSMUSG00000059326	488	814	892	1188	826	1346	960	1176	390
ENSMUSG00000117740	0	0	0	0	0	0	0	0	4
ENSMUSG00000117782	0	0	0	0	0	2	6	6	0
ENSMUSG00000117951	0	0	0	0	0	0	0	0	0
ENSMUSG00000095993	0	0	0	0	0	0	0	0	0
ENSMUSG00000118197	0	2	0	2	0	2	2	0	2
ENSMUSG00000024827	12	18	6	8	4	14	8	28	2
ENSMUSG00000058607	0	0	0	0	0	0	0	0	0
ENSMUSG00000024863	164	62	54	0	2	4	80	36	8
ENSMUSG00002075891	0	0	0	0	0	0	0	0	0
ENSMUSG00002075253	0	0	0	0	0	0	0	0	0
ENSMUSG00000118374	0	0	0	0	0	0	0	0	0
ENSMUSG00000117953	0	0	0	0	0	0	0	0	0
ENSMUSG00000058816	0	0	0	2	2	0	0	0	0
ENSMUSG00000024868	0	0	0	0	0	0	0	0	0
ENSMUSG00000052920	186	39	44	50	42	124	221	280	40
ENSMUSG00002076671	0	0	0	0	0	0	0	0	0
ENSMUSG00000053536	650	1396	1278	1658	1154	1494	1382	1920	810
ENSMUSG00000118011	0	0	0	0	0	0	0	0	0
ENSMUSG00000052595	2005	3533	3045	496	2423	2233	3031	2818	782
ENSMUSG00000114443	0	14	9	0	18	12	14	4	0
ENSMUSG00000118366	2055	2587	2418	689	2379	2243	2356	3086	1196
ENSMUSG00000024887	5818	1925	1283	1428	2186	811	3782	1203	1129
ENSMUSG00000040451	2634	3227	3663	1273	1727	1514	2727	1691	1197
ENSMUSG00000118064	0	0	4	0	0	0	0	2	0
ENSMUSG00000118355	0	0	0	0	0	0	0	0	0
ENSMUSG00000118329	0	0	0	0	0	0	0	0	0
ENSMUSG00000062456	50	20	26	100	18	36	48	58	64
ENSMUSG00000024896	2930	1807	1978	2222	1844	1570	2893	2319	1985
ENSMUSG00000118106	137	92	168	83	109	52	148	84	71
ENSMUSG00000118289	0	0	0	0	0	0	0	0	0
ENSMUSG00000086875	0	0	0	0	0	0	0	0	0
ENSMUSG00000079344	0	1	0	0	0	1	0	0	0
ENSMUSG00000118121	0	0	0	0	0	0	0	0	0
ENSMUSG00000024766	80	593	777	363	562	856	340	1003	106
ENSMUSG00000118513	0	0	0	0	0	0	0	0	0
ENSMUSG00002075994	0	2	0	0	0	0	0	0	0
ENSMUSG00000086812	0	0	0	0	0	0	0	0	0
ENSMUSG00000118360	0	0	0	0	0	0	0	0	0
ENSMUSG00000117667	4	12	2	10	0	2	4	0	3
ENSMUSG00000085924	0	0	0	0	0	0	0	0	0
ENSMUSG00000087303	0	0	3	2	0	4	1	2	0
ENSMUSG00000079342	0	0	0	0	0	0	0	0	0
ENSMUSG00000037603	0	0	0	0	0	0	0	0	0
ENSMUSG00000085934	0	0	0	0	0	0	0	0	0
ENSMUSG00000117821	0	0	0	0	0	0	0	0	0
ENSMUSG00000065380	0	0	0	0	0	0	0	0	0
ENSMUSG00000024768	0	0	0	0	0	0	0	0	0
ENSMUSG00000024771	18	6	6	20	2	0	30	10	16
ENSMUSG00000118302	0	0	0	10	0	0	0	6	2
ENSMUSG00000024770	51	0	2	10	0	7	35	0	8
ENSMUSG00002075813	0	0	0	0	0	0	0	0	0
ENSMUSG00000056078	6	0	0	0	0	2	0	0	0
ENSMUSG00000024774	130	25	28	238	32	18	279	28	143
ENSMUSG00000024776	654	823	630	1134	652	747	1104	1115	605
ENSMUSG00000035783	20063	3106	3536	5258	4422	10620	23959	25323	5822
ENSMUSG00000118066	0	0	0	0	0	0	0	0	0
ENSMUSG00000024778	626	827	1155	387	715	604	626	1260	345
ENSMUSG00002075250	0	3	2	0	0	0	0	6	0
ENSMUSG00002076079	0	0	0	0	0	0	0	0	0
ENSMUSG00000050370	4	0	0	47	0	7	10	6	15
ENSMUSG00000097558	0	0	0	0	0	0	4	6	2
ENSMUSG00000024781	3994	1341	1317	1213	959	2735	2817	2275	1487
ENSMUSG00000118048	0	0	0	0	0	0	0	0	0
ENSMUSG00000045932	194	488	386	560	262	152	552	166	98
ENSMUSG00000074896	331	751	248	296	344	289	606	462	208
ENSMUSG00000079339	3827	20733	19294	3104	6095	821	15204	4458	1450
ENSMUSG00000062488	109	234	79	126	90	56	235	83	56
