Geneid	Cb_1	Cb_3_1	Cb_4_1	Cb_5_1	Cb_6	Control_4	Control_5_1	Control_6_1	Control_7_1	Control_8_1	Ox_1_1	Ox_3_1	Ox_4	Ox_7	Ox_8
ENSMUSG00000101761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101383	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000099737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101271	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099661	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100203	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101435	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000100544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096438	2	2	0	0	2	0	2	2	0	0	0	0	0	0	0
ENSMUSG00000101957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100051	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000101733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
